open,high,low,close,volume,marketCap,CirculatingSupply,SupplyGrowthRate,timestamp
0.879951,0.895053983,0.847696006,0.873118997,784439,65589555.37,75120980.75,0.033804837,2015-11-30 23:59:59.999000+00:00
0.878315985,0.886735976,0.85393697,0.874800026,652857,65738066.78,75146393.26,0.033828776,2015-12-01 23:59:59.999000+00:00
0.873170972,0.878017008,0.81892401,0.821210027,506307,61730774.93,75170508.03,0.032090387,2015-12-02 23:59:59.999000+00:00
0.818545997,0.837664008,0.785085976,0.812143028,539969,61070307.44,75196492.9,0.034567905,2015-12-03 23:59:59.999000+00:00
0.812081993,0.859574974,0.802372992,0.840040982,241278,63189182.3,75221547.11,0.033318318,2015-12-04 23:59:59.999000+00:00
0.841194987,0.872820973,0.824443996,0.862438023,232743,64895497.46,75246563.5,0.033256946,2015-12-05 23:59:59.999000+00:00
0.866416991,0.882435978,0.833114982,0.835500002,443608,62889050.42,75271155.32,0.032681655,2015-12-06 23:59:59.999000+00:00
0.83632201,0.850790978,0.787649989,0.811263979,520409,61084950.77,75296022.44,0.033036724,2015-12-07 23:59:59.999000+00:00
0.806024015,0.823644996,0.78232801,0.822117984,445903,61922409.11,75320586.97,0.032623931,2015-12-08 23:59:59.999000+00:00
0.82445401,0.82445401,0.770488024,0.792167008,624221,59687098.4,75346609.74,0.03454935,2015-12-09 23:59:59.999000+00:00
0.795589984,0.861590028,0.78729099,0.840395987,369589,63342630.27,75372361.66,0.034177943,2015-12-10 23:59:59.999000+00:00
0.839995027,0.929762006,0.819788992,0.929762006,801072,70101842.43,75397620.01,0.033511424,2015-12-11 23:59:59.999000+00:00
0.931195974,1.045369983,0.928546011,0.976972997,1376280,73686283.92,75423050.74,0.033728815,2015-12-12 23:59:59.999000+00:00
0.971538007,0.989394009,0.937438011,0.952884018,273614,71894531.31,75449404.07,0.034940696,2015-12-13 23:59:59.999000+00:00
0.956619978,1.013100028,0.950178027,0.993022025,563436,74947759.99,75474418.6,0.033154035,2015-12-14 23:59:59.999000+00:00
0.990589023,1.028839946,0.982240021,1.014150024,578618,76568082.11,75499758.71,0.033574444,2015-12-15 23:59:59.999000+00:00
1.01710999,1.018030047,0.974927008,0.991182029,320767,74858728.65,75524703.29,0.033039286,2015-12-16 23:59:59.999000+00:00
0.993043006,0.997610986,0.911807001,0.940701008,640765,71069937.5,75549974.85,0.033461318,2015-12-17 23:59:59.999000+00:00
0.938327014,0.939493001,0.908080995,0.920126975,300787,69538662.89,75575072.55,0.033219991,2015-12-18 23:59:59.999000+00:00
0.921523988,0.925873995,0.888916016,0.908071995,343535,68650438.89,75600215.92,0.033269393,2015-12-19 23:59:59.999000+00:00
0.90824002,0.943184972,0.899441004,0.903885007,472164,68356312.62,75625009.92,0.032796206,2015-12-20 23:59:59.999000+00:00
0.906064987,0.917389989,0.891182005,0.900771022,549113,68143245.53,75649908.65,0.032923939,2015-12-21 23:59:59.999000+00:00
0.89497298,0.909525991,0.862058997,0.864202023,454249,65398931.85,75675513.49,0.033846491,2015-12-22 23:59:59.999000+00:00
0.861782014,0.882939994,0.856064975,0.85807699,334993,64957356.05,75701081.38,0.033786212,2015-12-23 23:59:59.999000+00:00
0.859432995,0.882817984,0.847599983,0.863261998,354646,65371538.35,75726185.68,0.033162405,2015-12-24 23:59:59.999000+00:00
0.861993015,0.882556021,0.861993015,0.870362997,187114,65931377.21,75751585.76,0.033542006,2015-12-25 23:59:59.999000+00:00
0.870765984,0.89745301,0.838313997,0.854602993,425282,64758910.12,75776601.12,0.033022891,2015-12-26 23:59:59.999000+00:00
0.853165984,0.861537993,0.841150999,0.856365025,164565,64913918.97,75801693.29,0.033113344,2015-12-27 23:59:59.999000+00:00
0.856356025,0.872394025,0.832931995,0.845004976,235134,64074279.06,75827102.66,0.033520841,2015-12-28 23:59:59.999000+00:00
0.843834996,0.873054028,0.833231986,0.873054028,215742,66222901.17,75852008.06,0.032844992,2015-12-29 23:59:59.999000+00:00
0.874257982,0.941098988,0.866647005,0.911957979,604078,69196765.3,75877142.25,0.033135827,2015-12-30 23:59:59.999000+00:00
0.912097991,0.975413978,0.910277009,0.933542013,663994,70858022.75,75902339.44,0.033207874,2015-12-31 23:59:59.999000+00:00
0.933712006,0.954822004,0.931442022,0.948023975,206062,71980386.46,75926757.51,0.032170377,2016-01-01 23:59:59.999000+00:00
0.947400987,0.969636977,0.936559975,0.937124014,255504,71176658.05,75952229.36,0.033547928,2016-01-02 23:59:59.999000+00:00
0.938430011,0.991361976,0.934312999,0.971904993,407632,73843291.67,75977891.05,0.03378662,2016-01-03 23:59:59.999000+00:00
0.972045004,0.976437986,0.929835022,0.954479992,346245,72543706.62,76003381.14,0.033549347,2016-01-04 23:59:59.999000+00:00
0.953146994,0.970597029,0.946542978,0.950176001,219833,72240974.34,76029045.42,0.033767295,2016-01-05 23:59:59.999000+00:00
0.950028002,0.960659027,0.935707986,0.950860024,308791,72317149.06,76054463.57,0.033432159,2016-01-06 23:59:59.999000+00:00
0.95580101,0.974623025,0.935829997,0.942004979,647462,71667152.12,76079377.2,0.032757609,2016-01-07 23:59:59.999000+00:00
0.942752004,0.991824985,0.939715028,0.986788988,545600,75099809.23,76105236.42,0.033989794,2016-01-08 23:59:59.999000+00:00
0.985500991,0.992344976,0.97359997,0.986832976,226281,75128312.24,76130727.35,0.033494322,2016-01-09 23:59:59.999000+00:00
0.98555702,1.001029968,0.975099027,0.999230981,390888,76097646.37,76156211.94,0.033474775,2016-01-10 23:59:59.999000+00:00
0.99921602,1.069910049,0.99921602,1.06159997,1011920,80874514.48,76181722.65,0.033497867,2016-01-11 23:59:59.999000+00:00
1.066100001,1.28283,1.050089955,1.141000032,2898760,86951445.92,76206348.36,0.032324961,2016-01-12 23:59:59.999000+00:00
1.135470033,1.152179956,1.077029944,1.125200033,1005910,85775571.84,76231398.26,0.032871146,2016-01-13 23:59:59.999000+00:00
1.122099996,1.189589977,1.103189945,1.189589977,751961,90714398.68,76256861.97,0.033403179,2016-01-14 23:59:59.999000+00:00
1.184440017,1.319380045,1.142930031,1.208009958,3910550,92149709.35,76282243.16,0.033283802,2016-01-15 23:59:59.999000+00:00
